image,name,author,original_category,new_category,fiction_nonfiction,isbn,img_paths,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974700301.jpg,"Kaguya-sama: Love Is War, Vol. 1",Aka Akasaka,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000611.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974700325.jpg,"Kaguya-sama: Love Is War, Vol. 3",Aka Akasaka,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000968.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974700318.jpg,"Kaguya-sama: Love Is War, Vol. 2",Aka Akasaka,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000983.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626927735.jpg,Made in Abyss Voi. 1,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000399.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626927742.jpg,Made in Abyss Vol. 2,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000571.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626929197.jpg,Made in Abyss Vol. 4,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000629.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626928275.jpg,Made in Abyss Vol. 3,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000638.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6427/9781642750942.jpg,Made in Abyss Vol. 6,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000648.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626929920.jpg,Made in Abyss Vol. 5,Akihito Tsukushi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000700.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421584409.jpg,Naruto: Kakashi's Story,Akira Higashiyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000980.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421542423.jpg,The Legend of Zelda Box Set,Akira Himekawa,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000610.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421592541.jpg,"Dragon Ball Super, Vol. 1",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000372.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421555645.jpg,"Dragon Ball (3-in-1 Edition), Vol. 1",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000470.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974704583.jpg,"Dragon Ball Super, Vol. 5",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000485.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421596471.jpg,"Dragon Ball Super, Vol. 2",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000510.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974701445.jpg,"Dragon Ball Super, Vol. 4",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000546.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421599465.jpg,"Dragon Ball Super, Vol. 3",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000569.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421555652.jpg,"Dragon Ball (3-in-1 Edition), Vol. 2",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000579.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421555669.jpg,"Dragon Ball (3-in-1 Edition), Vol. 3",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000721.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5693/9781569319208.jpg,"Dragon Ball, Vol. 1",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000848.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421556123.jpg,"Dragon Ball (3-in-1 Edition), Vol. 4",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000936.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421564715.jpg,"Dragon Ball (3-in-1 Edition), Vol. 6",Akira Toriyama,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000985.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8457/9781845767570.jpg,Tank Girl - Tank Girl 1 (Remastered Edition),Alan C. Martin,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000922.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401216672.jpg,"Batman The Killing Joke, Deluxe Edition",Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000021.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401208417.jpg,V For Vendetta New (New Edition Tpb),Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000032.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401248192.jpg,Watchmen International Edition,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000047.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401238582.jpg,V for Vendetta Deluxe Collector Set,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000198.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401220839.jpg,Saga Of The Swamp Thing Book One,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000254.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401238964.jpg,Watchmen The Deluxe Edition,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000309.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8616/9780861661411.jpg,From Hell,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000377.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401227678.jpg,Saga Of The Swamp Thing Book Three,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000846.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5929/9781592910120.jpg,Writing for Comics: v. 1,Alan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000851.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4440/9781444004250.jpg,Asterix: Omnibus 10,Albert Uderzo,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000559.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752875484.jpg,Asterix: Asterix And The Falling Sky,Albert Uderzo,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000669.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8487/9781848773011.jpg,Maps,Aleksandra Mizielinski,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000028.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401220341.jpg,Kingdom Come {new Edition},Alex Ross,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000269.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5946/9781594650932.jpg,The Incal,Alexandro Jodorowsky,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000501.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4449/9781444951387.jpg,Heartstopper Volume One,ALICE OSEMAN,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000013.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4449/9781444951400.jpg,Heartstopper Volume Two,ALICE OSEMAN,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000019.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6188/9780618871711.jpg,Fun Home,Alison Bechdel,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000066.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2240/9780224080514.jpg,Fun Home,Alison Bechdel,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000264.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5638/9781563898587.jpg,"The League Of Extraordinary Gentlemen, Vol. 1",Allan Moore,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000726.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451666175.jpg,Hyperbole and a Half,Allie Brosh,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000338.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7611/9780761168812.jpg,Indestructibles: Baby Faces,Amy Pixton,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000094.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785185321.jpg,Deadpool By Daniel Way: The Complete Collection Volume 1,Andy Diggle,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000440.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401217433.jpg,Green Arrow,Andy Diggle,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000623.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9355/9781935548720.jpg,The Rising Of The Shield Hero Volume 01: Light Novel,Aneko Yusagi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000410.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9355/9781935548782.jpg,The Rising Of The Shield Hero Volume 02: Light Novel,Aneko Yusagi,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000694.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7837/9781783703562.jpg,The Colour Monster Pop-Up,Anna Llenas,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000096.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476792491.jpg,After We Collided,Anna Todd,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000058.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476792484.jpg,After,Anna Todd,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000069.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241978641.jpg,Anne Frank's Diary: The Graphic Adaptation,Anne Frank,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000788.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/7913/9783791341132.jpg,Hundertwasser: My Painting Book,Anon,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000920.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4983/9788498381498.jpg,El principito,Antoine de Saint-Exupery,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.79E+12,dataset/Graphic-Novels-Anime-Manga/0000732.jpg,,,,,,,
